filename,contract,abi,bytecode
1877.sol,node_modules/@openzeppelin/contracts/token/ERC20/IERC20.sol:IERC20,"[{""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""spender"", ""type"": ""address""}, {""indexed"": false, ""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""Approval"", ""type"": ""event""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""from"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""to"", ""type"": ""address""}, {""indexed"": false, ""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""Transfer"", ""type"": ""event""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}, {""internalType"": ""address"", ""name"": ""spender"", ""type"": ""address""}], ""name"": ""allowance"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""spender"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""approve"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""balanceOf"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""totalSupply"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""to"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""transfer"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""from"", ""type"": ""address""}, {""internalType"": ""address"", ""name"": ""to"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""transferFrom"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
1877.sol,node_modules/@openzeppelin/contracts/utils/Context.sol:Context,[],
1877.sol,openzeppelin/SafeMath.sol:SafeMath,[],6055604b600b8282823980515f1a607314603f577f4e487b71000000000000000000000000000000000000000000000000000000005f525f60045260245ffd5b305f52607381538281f3fe730000000000000000000000000000000000000000301460806040525f5ffdfea26469706673582212200ff358ae59ec58298d58fe689d558baadad96ce06237a937c6a44ca279e6a33c64736f6c634300081e0033
465.sol,465.sol:TokenBalance,"[{""inputs"": [{""internalType"": ""address"", ""name"": ""tokenAddress"", ""type"": ""address""}], ""stateMutability"": ""nonpayable"", ""type"": ""constructor""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""name"": ""balanceOf"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""getTokenBalance"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",608060405234801561000f575f5ffd5b5060405161088a38038061088a83398181016040528101906100319190610285565b335f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff16036100a2575f6040517f1e4fbdf700000000000000000000000000000000000000000000000000000000815260040161009991906102bf565b60405180910390fd5b6100b18161016660201b60201c565b505f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610120576040517f08c379a000000000000000000000000000000000000000000000000000000000815260040161011790610332565b60405180910390fd5b8060015f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff16021790555050610350565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f5ffd5b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6102548261022b565b9050919050565b6102648161024a565b811461026e575f5ffd5b50565b5f8151905061027f8161025b565b92915050565b5f6020828403121561029a57610299610227565b5b5f6102a784828501610271565b91505092915050565b6102b98161024a565b82525050565b5f6020820190506102d25f8301846102b0565b92915050565b5f82825260208201905092915050565b7f496e76616c696420746f6b656e206164647265737300000000000000000000005f82015250565b5f61031c6015836102d8565b9150610327826102e8565b602082019050919050565b5f6020820190508181035f83015261034981610310565b9050919050565b61052d8061035d5f395ff3fe608060405234801561000f575f5ffd5b5060043610610055575f3560e01c80633aecd0e31461005957806370a0823114610089578063715018a6146100b95780638da5cb5b146100c3578063f2fde38b146100e1575b5f5ffd5b610073600480360381019061006e919061041e565b6100fd565b6040516100809190610461565b60405180910390f35b6100a3600480360381019061009e919061041e565b61019e565b6040516100b09190610461565b60405180910390f35b6100c16101b3565b005b6100cb6101c6565b6040516100d89190610489565b60405180910390f35b6100fb60048036038101906100f6919061041e565b6101ed565b005b5f60015f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff166370a08231836040518263ffffffff1660e01b81526004016101589190610489565b602060405180830381865afa158015610173573d5f5f3e3d5ffd5b505050506040513d601f19601f8201168201806040525081019061019791906104cc565b9050919050565b6002602052805f5260405f205f915090505481565b6101bb610271565b6101c45f6102f8565b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff16905090565b6101f5610271565b5f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610265575f6040517f1e4fbdf700000000000000000000000000000000000000000000000000000000815260040161025c9190610489565b60405180910390fd5b61026e816102f8565b50565b6102796103b9565b73ffffffffffffffffffffffffffffffffffffffff166102976101c6565b73ffffffffffffffffffffffffffffffffffffffff16146102f6576102ba6103b9565b6040517f118cdaa70000000000000000000000000000000000000000000000000000000081526004016102ed9190610489565b60405180910390fd5b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f33905090565b5f5ffd5b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6103ed826103c4565b9050919050565b6103fd816103e3565b8114610407575f5ffd5b50565b5f81359050610418816103f4565b92915050565b5f60208284031215610433576104326103c0565b5b5f6104408482850161040a565b91505092915050565b5f819050919050565b61045b81610449565b82525050565b5f6020820190506104745f830184610452565b92915050565b610483816103e3565b82525050565b5f60208201905061049c5f83018461047a565b92915050565b6104ab81610449565b81146104b5575f5ffd5b50565b5f815190506104c6816104a2565b92915050565b5f602082840312156104e1576104e06103c0565b5b5f6104ee848285016104b8565b9150509291505056fea26469706673582212203a07562fc2b64f18c2024cec73c90723da65aeb9aefeb73cbf292937a03a213664736f6c634300081e0033
465.sol,node_modules/@openzeppelin/contracts/access/Ownable.sol:Ownable,"[{""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
465.sol,node_modules/@openzeppelin/contracts/token/ERC20/IERC20.sol:IERC20,"[{""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""spender"", ""type"": ""address""}, {""indexed"": false, ""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""Approval"", ""type"": ""event""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""from"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""to"", ""type"": ""address""}, {""indexed"": false, ""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""Transfer"", ""type"": ""event""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}, {""internalType"": ""address"", ""name"": ""spender"", ""type"": ""address""}], ""name"": ""allowance"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""spender"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""approve"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""balanceOf"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""totalSupply"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""to"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""transfer"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""from"", ""type"": ""address""}, {""internalType"": ""address"", ""name"": ""to"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""transferFrom"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
465.sol,node_modules/@openzeppelin/contracts/utils/Context.sol:Context,[],
465.sol,openzeppelin/SafeMath.sol:SafeMath,[],6055604b600b8282823980515f1a607314603f577f4e487b71000000000000000000000000000000000000000000000000000000005f525f60045260245ffd5b305f52607381538281f3fe730000000000000000000000000000000000000000301460806040525f5ffdfea26469706673582212200ff358ae59ec58298d58fe689d558baadad96ce06237a937c6a44ca279e6a33c64736f6c634300081e0033
2485.sol,2485.sol:RefundContract,"[{""inputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""constructor""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [], ""name"": ""deposit"", ""outputs"": [], ""stateMutability"": ""payable"", ""type"": ""function""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""refund"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",608060405234801561000f575f5ffd5b503360015f819055505f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610088575f6040517f1e4fbdf700000000000000000000000000000000000000000000000000000000815260040161007f919061019f565b60405180910390fd5b6100978161009d60201b60201c565b506101b8565b5f60015f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff1690508160015f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f61018982610160565b9050919050565b6101998161017f565b82525050565b5f6020820190506101b25f830184610190565b92915050565b6107d6806101c55f395ff3fe608060405260043610610049575f3560e01c8063590e1ae31461004d578063715018a6146100635780638da5cb5b14610079578063d0e30db0146100a3578063f2fde38b146100ad575b5f5ffd5b348015610058575f5ffd5b506100616100d5565b005b34801561006e575f5ffd5b50610077610298565b005b348015610084575f5ffd5b5061008d6102ab565b60405161009a919061053c565b60405180910390f35b6100ab6102d3565b005b3480156100b8575f5ffd5b506100d360048036038101906100ce9190610583565b610328565b005b60025f5403610119576040517f08c379a000000000000000000000000000000000000000000000000000000000815260040161011090610608565b60405180910390fd5b60025f819055505f60025f3373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f205490505f81116101a3576040517f08c379a000000000000000000000000000000000000000000000000000000000815260040161019a90610670565b60405180910390fd5b5f60025f3373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f20819055505f3373ffffffffffffffffffffffffffffffffffffffff168260405161020a906106bb565b5f6040518083038185875af1925050503d805f8114610244576040519150601f19603f3d011682016040523d82523d5f602084013e610249565b606091505b505090508061028d576040517f08c379a000000000000000000000000000000000000000000000000000000000815260040161028490610719565b60405180910390fd5b505060015f81905550565b6102a06103ac565b6102a95f610433565b565b5f60015f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff16905090565b3460025f3373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f205f82825461031f919061076d565b92505081905550565b6103306103ac565b5f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff16036103a0575f6040517f1e4fbdf7000000000000000000000000000000000000000000000000000000008152600401610397919061053c565b60405180910390fd5b6103a981610433565b50565b6103b46104f6565b73ffffffffffffffffffffffffffffffffffffffff166103d26102ab565b73ffffffffffffffffffffffffffffffffffffffff1614610431576103f56104f6565b6040517f118cdaa7000000000000000000000000000000000000000000000000000000008152600401610428919061053c565b60405180910390fd5b565b5f60015f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff1690508160015f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f33905090565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f610526826104fd565b9050919050565b6105368161051c565b82525050565b5f60208201905061054f5f83018461052d565b92915050565b5f5ffd5b6105628161051c565b811461056c575f5ffd5b50565b5f8135905061057d81610559565b92915050565b5f6020828403121561059857610597610555565b5b5f6105a58482850161056f565b91505092915050565b5f82825260208201905092915050565b7f5265656e7472616e637947756172643a207265656e7472616e742063616c6c005f82015250565b5f6105f2601f836105ae565b91506105fd826105be565b602082019050919050565b5f6020820190508181035f83015261061f816105e6565b9050919050565b7f4e6f2066756e647320746f20726566756e6400000000000000000000000000005f82015250565b5f61065a6012836105ae565b915061066582610626565b602082019050919050565b5f6020820190508181035f8301526106878161064e565b9050919050565b5f81905092915050565b50565b5f6106a65f8361068e565b91506106b182610698565b5f82019050919050565b5f6106c58261069b565b9150819050919050565b7f526566756e64206661696c6564000000000000000000000000000000000000005f82015250565b5f610703600d836105ae565b915061070e826106cf565b602082019050919050565b5f6020820190508181035f830152610730816106f7565b9050919050565b5f819050919050565b7f4e487b71000000000000000000000000000000000000000000000000000000005f52601160045260245ffd5b5f61077782610737565b915061078283610737565b925082820190508082111561079a57610799610740565b5b9291505056fea26469706673582212200cb52b76ea27e0351922a0a1ef80883536d25de45b5ddef2fc2cdbec9cbb095164736f6c634300081e0033
2485.sol,node_modules/@openzeppelin/contracts/access/Ownable.sol:Ownable,"[{""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
2485.sol,node_modules/@openzeppelin/contracts/security/ReentrancyGuard.sol:ReentrancyGuard,[],
2485.sol,node_modules/@openzeppelin/contracts/utils/Context.sol:Context,[],
2485.sol,openzeppelin/SafeMath.sol:SafeMath,[],6055604b600b8282823980515f1a607314603f577f4e487b71000000000000000000000000000000000000000000000000000000005f525f60045260245ffd5b305f52607381538281f3fe730000000000000000000000000000000000000000301460806040525f5ffdfea26469706673582212200ff358ae59ec58298d58fe689d558baadad96ce06237a937c6a44ca279e6a33c64736f6c634300081e0033
5414.sol,5414.sol:Transfer,"[{""inputs"": [{""internalType"": ""address"", ""name"": ""_token"", ""type"": ""address""}], ""stateMutability"": ""nonpayable"", ""type"": ""constructor""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [], ""name"": ""token"", ""outputs"": [{""internalType"": ""contract IERC20"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""sender"", ""type"": ""address""}, {""internalType"": ""address"", ""name"": ""recipient"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""amount"", ""type"": ""uint256""}], ""name"": ""transferFrom"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",608060405234801561000f575f5ffd5b5060405161096138038061096183398181016040528101906100319190610217565b335f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff16036100a2575f6040517f1e4fbdf70000000000000000000000000000000000000000000000000000000081526004016100999190610251565b60405180910390fd5b6100b1816100f860201b60201c565b508060015f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055505061026a565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f5ffd5b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6101e6826101bd565b9050919050565b6101f6816101dc565b8114610200575f5ffd5b50565b5f81519050610211816101ed565b92915050565b5f6020828403121561022c5761022b6101b9565b5b5f61023984828501610203565b91505092915050565b61024b816101dc565b82525050565b5f6020820190506102645f830184610242565b92915050565b6106ea806102775f395ff3fe608060405234801561000f575f5ffd5b5060043610610055575f3560e01c806323b872dd14610059578063715018a6146100755780638da5cb5b1461007f578063f2fde38b1461009d578063fc0c546a146100b9575b5f5ffd5b610073600480360381019061006e9190610481565b6100d7565b005b61007d6101be565b005b6100876101d1565b60405161009491906104e0565b60405180910390f35b6100b760048036038101906100b291906104f9565b6101f8565b005b6100c161027c565b6040516100ce919061057f565b60405180910390f35b5f60015f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff166323b872dd8585856040518463ffffffff1660e01b8152600401610136939291906105a7565b6020604051808303815f875af1158015610152573d5f5f3e3d5ffd5b505050506040513d601f19601f820116820180604052508101906101769190610611565b9050806101b8576040517f08c379a00000000000000000000000000000000000000000000000000000000081526004016101af90610696565b60405180910390fd5b50505050565b6101c66102a1565b6101cf5f610328565b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff16905090565b6102006102a1565b5f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610270575f6040517f1e4fbdf700000000000000000000000000000000000000000000000000000000815260040161026791906104e0565b60405180910390fd5b61027981610328565b50565b60015f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff1681565b6102a96103e9565b73ffffffffffffffffffffffffffffffffffffffff166102c76101d1565b73ffffffffffffffffffffffffffffffffffffffff1614610326576102ea6103e9565b6040517f118cdaa700000000000000000000000000000000000000000000000000000000815260040161031d91906104e0565b60405180910390fd5b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f33905090565b5f5ffd5b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f61041d826103f4565b9050919050565b61042d81610413565b8114610437575f5ffd5b50565b5f8135905061044881610424565b92915050565b5f819050919050565b6104608161044e565b811461046a575f5ffd5b50565b5f8135905061047b81610457565b92915050565b5f5f5f60608486031215610498576104976103f0565b5b5f6104a58682870161043a565b93505060206104b68682870161043a565b92505060406104c78682870161046d565b9150509250925092565b6104da81610413565b82525050565b5f6020820190506104f35f8301846104d1565b92915050565b5f6020828403121561050e5761050d6103f0565b5b5f61051b8482850161043a565b91505092915050565b5f819050919050565b5f61054761054261053d846103f4565b610524565b6103f4565b9050919050565b5f6105588261052d565b9050919050565b5f6105698261054e565b9050919050565b6105798161055f565b82525050565b5f6020820190506105925f830184610570565b92915050565b6105a18161044e565b82525050565b5f6060820190506105ba5f8301866104d1565b6105c760208301856104d1565b6105d46040830184610598565b949350505050565b5f8115159050919050565b6105f0816105dc565b81146105fa575f5ffd5b50565b5f8151905061060b816105e7565b92915050565b5f60208284031215610626576106256103f0565b5b5f610633848285016105fd565b91505092915050565b5f82825260208201905092915050565b7f5472616e73666572206661696c65642e000000000000000000000000000000005f82015250565b5f61068060108361063c565b915061068b8261064c565b602082019050919050565b5f6020820190508181035f8301526106ad81610674565b905091905056fea2646970667358221220d8aea539d53d76ac596b633a4ecac9e17d444353577373fb0473ba7962462d6464736f6c634300081e0033
